"","class","no_pic","t","OTC"
"359","Tom40_Cbp3",4,1275,1
"360","Tom40_Cbp3",4,1290,1
"361","Tom40_Cbp3",4,1305,1
"362","Tom40_Cbp3",4,1320,1
"363","Tom40_Cbp3",4,1335,1
"364","Tom40_Cbp3",4,1350,1
"365","Tom40_Cbp3",5,0,0.011895774
"366","Tom40_Cbp3",5,15,0.052322451
"367","Tom40_Cbp3",5,30,0.10380665
"368","Tom40_Cbp3",5,45,0.199878364
"369","Tom40_Cbp3",5,60,0.281993055
"370","Tom40_Cbp3",5,75,0.374270526
"371","Tom40_Cbp3",5,90,0.473823535
"372","Tom40_Cbp3",5,105,0.551034375
"373","Tom40_Cbp3",5,120,0.650090783
"374","Tom40_Cbp3",5,135,0.724243175
"375","Tom40_Cbp3",5,150,0.755450625
"376","Tom40_Cbp3",5,165,0.772835275
"377","Tom40_Cbp3",5,180,0.792041653
"378","Tom40_Cbp3",5,195,0.823322527
"379","Tom40_Cbp3",5,210,0.847546907
"380","Tom40_Cbp3",5,225,0.863109632
"381","Tom40_Cbp3",5,240,0.885571476
"382","Tom40_Cbp3",5,255,0.914203089
"383","Tom40_Cbp3",5,270,0.937442838
"384","Tom40_Cbp3",5,285,0.947466271
"385","Tom40_Cbp3",5,300,0.955048933
"386","Tom40_Cbp3",5,315,0.961341389
"387","Tom40_Cbp3",5,330,0.969329054
"388","Tom40_Cbp3",5,345,0.977084065
"389","Tom40_Cbp3",5,360,0.984690841
"390","Tom40_Cbp3",5,375,0.990772947
"391","Tom40_Cbp3",5,390,0.992424925
"392","Tom40_Cbp3",5,405,0.993502584
"393","Tom40_Cbp3",5,420,0.993845304
"394","Tom40_Cbp3",5,435,0.9944045
"395","Tom40_Cbp3",5,450,0.995016089
"396","Tom40_Cbp3",5,465,0.996136198
"397","Tom40_Cbp3",5,480,0.997000066
"398","Tom40_Cbp3",5,495,0.997686041
"399","Tom40_Cbp3",5,510,0.997976328
"400","Tom40_Cbp3",5,525,0.998351603
"401","Tom40_Cbp3",5,540,0.998799133
"402","Tom40_Cbp3",5,555,0.999266655
"403","Tom40_Cbp3",5,570,0.999616089
"404","Tom40_Cbp3",5,585,0.999672429
"405","Tom40_Cbp3",5,600,0.999780582
"406","Tom40_Cbp3",5,615,0.999810096
"407","Tom40_Cbp3",5,630,0.999810374
"408","Tom40_Cbp3",5,645,0.999824859
"409","Tom40_Cbp3",5,660,0.999866676
"410","Tom40_Cbp3",5,675,0.99988149
"411","Tom40_Cbp3",5,690,0.999895828
"412","Tom40_Cbp3",5,705,0.999944958
"413","Tom40_Cbp3",5,720,0.999959386
"414","Tom40_Cbp3",5,735,0.999966882
"415","Tom40_Cbp3",5,750,0.999967027
"416","Tom40_Cbp3",5,765,0.999972855
"417","Tom40_Cbp3",5,780,0.999980329
"418","Tom40_Cbp3",5,795,0.999980449
