"","x"
"PANEL12","1"
"PANEL13","1"
"PANEL14","1"
"PANEL15","1"
"PANEL16","1"
"PANEL17","1"
"PANEL18","1"
"PANEL19","1"
"PANEL20","1"
"PANEL21","1"
"PANEL22","1"
"PANEL23","1"
"PANEL24","1"
"PANEL25","1"
"PANEL26","1"
"PANEL27","1"
"PANEL28","1"
"PANEL29","1"
"PANEL30","1"
"PANEL31","1"
"PANEL32","1"
"PANEL33","1"
"PANEL34","1"
"PANEL35","1"
"PANEL36","1"
"group1","1"
"group2","2"
"group3","3"
"group4","4"
"group5","5"
"group6","6"
"group7","7"
"group8","8"
"group9","9"
"group10","10"
"group11","11"
"group12","12"
"group13","13"
"group14","14"
"group15","15"
"group16","16"
"group17","17"
"group18","18"
"group19","19"
"group20","20"
"group21","21"
"group22","22"
"group23","23"
"group24","24"
"group25","25"
"group26","26"
"group27","27"
"group28","28"
"group29","29"
"group30","30"
"group31","31"
"group32","32"
"group33","33"
"group34","34"
"group35","35"
"group36","36"
"ymin_final1","0.615831495359754"
"ymin_final2","0.197295506115138"
"ymin_final3","0.15482582931012"
"ymin_final4","0.343877523073974"
"ymin_final5","0.528167380836683"
"ymin_final6","0.390446917822422"
"ymin_final7","0.361596674546293"
"ymin_final8","0"
"ymin_final9","0.2926"
"ymin_final10","0.679749049195219"
"ymin_final11","0.129242493306542"
"ymin_final12","0.16740323593261"
"ymin_final13","0.269352112474306"
"ymin_final14","0.435547346340196"
"ymin_final15","0.296399159817874"
"ymin_final16","0.25098989798394"
"ymin_final17","0"
"ymin_final18","0.2666"
"ymin_final19","0.661842514777445"
"ymin_final20","0.344735716423854"
"ymin_final21","0.683700929445219"
"ymin_final22","0.579042410036029"
"ymin_final23","0.653688077037625"
"ymin_final24","0.512287884693732"
"ymin_final25","0.499830589181267"
"ymin_final26","0"
"ymin_final27","0.2564"
"ymin_final28","0.860227889214585"
"ymin_final29","0.621295213265729"
"ymin_final30","1.41686086363339"
"ymin_final31","0.786786169625697"
"ymin_final32","0.87546972120028"
"ymin_final33","0.802949135129597"
"ymin_final34","0.801302283447167"
"ymin_final35","0.1176"
"ymin_final36","0.3529"
"ymax_final1","1.11362385807812"
"ymax_final2","0.492062086357928"
"ymax_final3","0.930579650323955"
"ymax_final4","0.720895272746796"
"ymax_final5","0.857235030350217"
"ymax_final6","0.658479668635517"
"ymax_final7","0.658051218670352"
"ymax_final8","0.25"
"ymax_final9","0.8"
