"","class","no_pic","t","OTC"
"676","2D",8,570,0.909983497
"677","2D",8,585,0.909983829
"678","2D",8,600,0.909984086
"679","2D",8,615,0.909984345
"680","2D",8,630,0.909984604
"681","2D",8,645,0.909984902
"682","2D",8,660,0.909985188
"683","2D",8,675,0.909985465
"684","2D",8,690,0.909985722
"685","2D",8,705,0.909986002
"686","2D",8,720,0.90998629
"687","2D",8,735,0.909986556
"688","2D",8,750,0.90998684
"689","2D",8,765,0.909987134
"690","2D",8,780,0.909987417
"691","2D",8,795,0.909987683
"692","2D",8,810,0.909987938
"693","2D",8,825,0.909988195
"694","2D",8,840,0.910049222
"695","2D",8,855,0.910206383
"696","2D",8,870,0.910434754
"697","2D",8,885,0.910654669
"698","2D",8,900,0.910966138
"699","2D",8,915,0.911669385
"700","2D",8,930,0.912626545
"701","2D",8,945,0.91336878
"702","2D",8,960,0.914860932
"703","2D",8,975,0.917531981
"704","2D",8,990,0.922262987
"705","2D",8,1005,0.935916708
"706","2D",8,1020,0.963279139
"707","2D",8,1035,0.991013708
"708","2D",8,1050,0.998536433
"709","2D",8,1065,0.999921127
"710","2D",8,1080,1
"711","2D",8,1095,1
"712","2D",8,1110,1
"713","2D",8,1125,1
"714","2D",8,1140,1
"715","2D",8,1155,1
"716","2D",8,1170,1
"717","2D",8,1185,1
"718","2D",8,1200,1
"719","2D",8,1215,1
"720","2D",8,1230,1
"721","2D",8,1245,1
"722","2D",8,1260,1
"723","2D",8,1275,1
"724","2D",8,1290,1
"725","2D",8,1305,1
"726","2D",8,1320,1
"727","2D",8,1335,1
"728","2D",8,1350,1
"729","2D",9,0,0.001366185
"730","2D",9,15,0.006365043
"731","2D",9,30,0.02884666
"732","2D",9,45,0.092451192
"733","2D",9,60,0.17200689
"734","2D",9,75,0.241690944
"735","2D",9,90,0.289789317
"736","2D",9,105,0.34134986
"737","2D",9,120,0.395052788
"738","2D",9,135,0.43684328
"739","2D",9,150,0.470838815
"740","2D",9,165,0.510687267
"741","2D",9,180,0.551239327
"742","2D",9,195,0.598166079
"743","2D",9,210,0.639380742
"744","2D",9,225,0.669476745
"745","2D",9,240,0.697370778
"746","2D",9,255,0.734933832
"747","2D",9,270,0.75902232
"748","2D",9,285,0.776636888
"749","2D",9,300,0.792852307
"750","2D",9,315,0.804220418
"751","2D",9,330,0.814952912
"752","2D",9,345,0.8284083
"753","2D",9,360,0.84365024
"754","2D",9,375,0.862007541
"755","2D",9,390,0.88408938
"756","2D",9,405,0.899002473
"757","2D",9,420,0.919946969
"758","2D",9,435,0.94565349
"759","2D",9,450,0.959146848
"760","2D",9,465,0.967021992
"761","2D",9,480,0.969731305
"762","2D",9,495,0.972022969
"763","2D",9,510,0.97566576
"764","2D",9,525,0.97853081
"765","2D",9,540,0.979243328
"766","2D",9,555,0.980791055
"767","2D",9,570,0.982059165
"768","2D",9,585,0.984107299
"769","2D",9,600,0.988629668
"770","2D",9,615,0.990727339
"771","2D",9,630,0.992180444
"772","2D",9,645,0.993562321
"773","2D",9,660,0.996505342
"774","2D",9,675,0.999187874
"775","2D",9,690,0.999981431
"776","2D",9,705,1
"777","2D",9,720,1
"778","2D",9,735,1
"779","2D",9,750,1
"780","2D",9,765,1
"781","2D",9,780,1
"782","2D",9,795,1
"783","2D",9,810,1
"784","2D",9,825,1
"785","2D",9,840,1
"786","2D",9,855,1
"787","2D",9,870,1
"788","2D",9,885,1
"789","2D",9,900,1
"790","2D",9,915,1
"791","2D",9,930,1
