"","class","no_pic","t","OTC"
"473","sparse_structure_10",6,255,1
"474","sparse_structure_10",6,270,1
"475","sparse_structure_10",6,285,1
"476","sparse_structure_10",6,300,1
"477","sparse_structure_10",6,315,1
"478","sparse_structure_10",6,330,1
"479","sparse_structure_10",6,345,1
"480","sparse_structure_10",6,360,1
"481","sparse_structure_10",6,375,1
"482","sparse_structure_10",6,390,1
"483","sparse_structure_10",6,405,1
"484","sparse_structure_10",6,420,1
"485","sparse_structure_10",6,435,1
"486","sparse_structure_10",6,450,1
"487","sparse_structure_10",6,465,1
"488","sparse_structure_10",6,480,1
"489","sparse_structure_10",6,495,1
"490","sparse_structure_10",6,510,1
"491","sparse_structure_10",6,525,1
"492","sparse_structure_10",6,540,1
"493","sparse_structure_10",6,555,1
"494","sparse_structure_10",6,570,1
"495","sparse_structure_10",6,585,1
"496","sparse_structure_10",6,600,1
"497","sparse_structure_10",6,615,1
"498","sparse_structure_10",6,630,1
"499","sparse_structure_10",6,645,1
"500","sparse_structure_10",6,660,1
"501","sparse_structure_10",6,675,1
"502","sparse_structure_10",6,690,1
"503","sparse_structure_10",6,705,1
"504","sparse_structure_10",6,720,1
"505","sparse_structure_10",6,735,1
"506","sparse_structure_10",6,750,1
"507","sparse_structure_10",6,765,1
"508","sparse_structure_10",6,780,1
"509","sparse_structure_10",6,795,1
"510","sparse_structure_10",6,810,1
"511","sparse_structure_10",6,825,1
"512","sparse_structure_10",6,840,1
"513","sparse_structure_10",6,855,1
"514","sparse_structure_10",6,870,1
"515","sparse_structure_10",6,885,1
"516","sparse_structure_10",6,900,1
"517","sparse_structure_10",6,915,1
"518","sparse_structure_10",6,930,1
"519","sparse_structure_10",6,945,1
"520","sparse_structure_10",6,960,1
"521","sparse_structure_10",6,975,1
"522","sparse_structure_10",6,990,1
"523","sparse_structure_10",6,1005,1
"524","sparse_structure_10",6,1020,1
"525","sparse_structure_10",6,1035,1
"526","sparse_structure_10",6,1050,1
"527","sparse_structure_10",6,1065,1
"528","sparse_structure_10",6,1080,1
"529","sparse_structure_10",6,1095,1
"530","sparse_structure_10",6,1110,1
"531","sparse_structure_10",6,1125,1
"532","sparse_structure_10",6,1140,1
"533","sparse_structure_10",6,1155,1
"534","sparse_structure_10",6,1170,1
"535","sparse_structure_10",6,1185,1
"536","sparse_structure_10",6,1200,1
"537","sparse_structure_10",6,1215,1
"538","sparse_structure_10",6,1230,1
"539","sparse_structure_10",6,1245,1
"540","sparse_structure_10",6,1260,1
"541","sparse_structure_10",6,1275,1
"542","sparse_structure_10",6,1290,1
"543","sparse_structure_10",6,1305,1
"544","sparse_structure_10",6,1320,1
"545","sparse_structure_10",6,1335,1
"546","sparse_structure_10",6,1350,1
"547","sparse_structure_10",7,0,0.152403442
"548","sparse_structure_10",7,15,0.516302791
"549","sparse_structure_10",7,30,0.817539992
"550","sparse_structure_10",7,45,0.958793195
"551","sparse_structure_10",7,60,0.991333465
"552","sparse_structure_10",7,75,0.998039902
"553","sparse_structure_10",7,90,1
"554","sparse_structure_10",7,105,1
"555","sparse_structure_10",7,120,1
"556","sparse_structure_10",7,135,1
"557","sparse_structure_10",7,150,1
"558","sparse_structure_10",7,165,1
"559","sparse_structure_10",7,180,1
"560","sparse_structure_10",7,195,1
"561","sparse_structure_10",7,210,1
"562","sparse_structure_10",7,225,1
"563","sparse_structure_10",7,240,1
"564","sparse_structure_10",7,255,1
"565","sparse_structure_10",7,270,1
"566","sparse_structure_10",7,285,1
"567","sparse_structure_10",7,300,1
"568","sparse_structure_10",7,315,1
"569","sparse_structure_10",7,330,1
"570","sparse_structure_10",7,345,1
"571","sparse_structure_10",7,360,1
"572","sparse_structure_10",7,375,1
"573","sparse_structure_10",7,390,1
"574","sparse_structure_10",7,405,1
"575","sparse_structure_10",7,420,1
"576","sparse_structure_10",7,435,1
"577","sparse_structure_10",7,450,1
"578","sparse_structure_10",7,465,1
"579","sparse_structure_10",7,480,1
"580","sparse_structure_10",7,495,1
"581","sparse_structure_10",7,510,1
"582","sparse_structure_10",7,525,1
"583","sparse_structure_10",7,540,1
"584","sparse_structure_10",7,555,1
"585","sparse_structure_10",7,570,1
"586","sparse_structure_10",7,585,1
"587","sparse_structure_10",7,600,1
"588","sparse_structure_10",7,615,1
"589","sparse_structure_10",7,630,1
"590","sparse_structure_10",7,645,1
"591","sparse_structure_10",7,660,1
"592","sparse_structure_10",7,675,1
"593","sparse_structure_10",7,690,1
"594","sparse_structure_10",7,705,1
"595","sparse_structure_10",7,720,1
"596","sparse_structure_10",7,735,1
"597","sparse_structure_10",7,750,1
"598","sparse_structure_10",7,765,1
"599","sparse_structure_10",7,780,1
"600","sparse_structure_10",7,795,1
"601","sparse_structure_10",7,810,1
"602","sparse_structure_10",7,825,1
"603","sparse_structure_10",7,840,1
"604","sparse_structure_10",7,855,1
"605","sparse_structure_10",7,870,1
"606","sparse_structure_10",7,885,1
"607","sparse_structure_10",7,900,1
"608","sparse_structure_10",7,915,1
"609","sparse_structure_10",7,930,1
"610","sparse_structure_10",7,945,1
"611","sparse_structure_10",7,960,1
"612","sparse_structure_10",7,975,1
"613","sparse_structure_10",7,990,1
"614","sparse_structure_10",7,1005,1
"615","sparse_structure_10",7,1020,1
"616","sparse_structure_10",7,1035,1
"617","sparse_structure_10",7,1050,1
"618","sparse_structure_10",7,1065,1
"619","sparse_structure_10",7,1080,1
"620","sparse_structure_10",7,1095,1
"621","sparse_structure_10",7,1110,1
"622","sparse_structure_10",7,1125,1
"623","sparse_structure_10",7,1140,1
"624","sparse_structure_10",7,1155,1
"625","sparse_structure_10",7,1170,1
"626","sparse_structure_10",7,1185,1
"627","sparse_structure_10",7,1200,1
"628","sparse_structure_10",7,1215,1
"629","sparse_structure_10",7,1230,1
"630","sparse_structure_10",7,1245,1
"631","sparse_structure_10",7,1260,1
"632","sparse_structure_10",7,1275,1
"633","sparse_structure_10",7,1290,1
"634","sparse_structure_10",7,1305,1
"635","sparse_structure_10",7,1320,1
"636","sparse_structure_10",7,1335,1
"637","sparse_structure_10",7,1350,1
"638","sparse_structure_10",8,0,0.13215364
"639","sparse_structure_10",8,15,0.442404711
"640","sparse_structure_10",8,30,0.723820392
"641","sparse_structure_10",8,45,0.881458048
"642","sparse_structure_10",8,60,0.951704639
"643","sparse_structure_10",8,75,0.991345519
"644","sparse_structure_10",8,90,0.999602332
"645","sparse_structure_10",8,105,1
"646","sparse_structure_10",8,120,1
"647","sparse_structure_10",8,135,1
"648","sparse_structure_10",8,150,1
