Time;Nb detections 1;Nb detections 2;% of coloc. (% 1 inside 2);p-value (1 inside 2);log p-value (% 1 inside 2);Step Ripley;r max Ripley;% of 1 coloc. with 2 (fit);Mean coloc. distance (fit);% of 1 coloc. with 2 (SODA);Mean coloc. distance (SODA);p-value (SODA);log p-value (SODA)
21.00;66.00;81.00;0.01;0.19;-0.72;1.00;5.00;0.28;2.65;0.25;2.61;0.00;-3.44
22.00;75.00;76.00;0.04;0.00;-4.46;1.00;5.00;0.40;2.15;0.35;2.01;0.00;-11.43
23.00;52.00;81.00;0.00;0.71;-0.15;1.00;5.00;0.35;2.40;0.27;2.04;0.00;-13.39
24.00;73.00;67.00;0.03;0.00;-2.40;1.00;5.00;0.39;2.80;0.30;2.60;0.00;-7.39
25.00;68.00;71.00;0.00;0.72;-0.14;1.00;5.00;0.29;2.10;0.27;2.10;0.00;-9.40
26.00;57.00;63.00;0.03;0.00;-3.24;1.00;5.00;0.37;1.95;0.30;1.93;0.00;-13.21
27.00;75.00;60.00;0.03;0.00;-2.37;1.00;5.00;0.42;2.80;0.24;2.39;0.00;-10.49
28.00;53.00;77.00;0.01;0.08;-1.12;1.00;5.00;0.21;2.15;0.14;1.83;0.00;-2.91
29.00;56.00;52.00;0.02;0.05;-1.33;1.00;5.00;0.31;2.50;0.22;2.06;0.00;-6.21
30.00;61.00;66.00;0.03;0.00;-2.93;1.00;5.00;0.23;2.20;0.15;1.96;0.01;-2.11
31.00;77.00;72.00;0.06;0.00;-6.76;1.00;5.00;0.45;2.00;0.40;1.81;0.00;-9.53
32.00;69.00;68.00;0.01;0.12;-0.92;1.00;5.00;0.34;2.10;0.29;1.94;0.00;-7.15
33.00;64.00;76.00;0.00;0.73;-0.14;1.00;5.00;0.35;2.55;0.27;2.12;0.00;-13.62
34.00;58.00;59.00;0.02;0.07;-1.13;1.00;5.00;0.39;2.55;0.29;2.17;0.00;-14.28
35.00;70.00;73.00;0.00;0.74;-0.13;1.00;5.00;0.32;2.60;0.31;2.53;0.00;-5.93
36.00;78.00;73.00;0.03;0.01;-2.01;1.00;5.00;0.47;2.10;0.40;2.01;0.00;-11.56
37.00;66.00;68.00;0.03;0.01;-2.19;1.00;5.00;0.39;2.60;0.26;2.03;0.00;-10.12
38.00;67.00;59.00;0.05;0.00;-5.33;1.00;5.00;0.50;2.20;0.42;2.19;0.00;-7.93
39.00;84.00;61.00;0.00;0.74;-0.13;1.00;5.00;0.38;2.05;0.38;2.06;0.00;-8.56
40.00;59.00;53.00;0.00;0.68;-0.17;1.00;5.00;0.31;2.05;0.29;1.98;0.00;-6.16
41.00;70.00;65.00;0.03;0.00;-2.42;1.00;5.00;0.43;2.70;0.26;2.09;0.00;-9.77
42.00;62.00;67.00;0.00;0.71;-0.15;1.00;5.00;0.14;2.20;0.05;1.34;0.11;-0.95
43.00;68.00;64.00;0.03;0.00;-2.87;1.00;5.00;0.51;3.00;0.27;2.08;0.00;-10.96
44.00;54.00;66.00;0.02;0.08;-1.07;1.00;5.00;0.27;3.45;0.13;1.98;0.00;-3.08
45.00;74.00;59.00;0.00;0.73;-0.14;1.00;5.00;0.39;2.05;0.29;2.01;0.00;-6.65
46.00;75.00;65.00;0.05;0.00;-4.75;1.00;5.00;0.44;2.20;0.39;1.90;0.00;-10.88
47.00;61.00;66.00;0.02;0.12;-0.91;1.00;5.00;0.38;2.00;0.37;2.32;0.00;-12.85
48.00;59.00;71.00;0.01;0.13;-0.90;1.00;5.00;0.39;2.60;0.27;2.06;0.00;-10.94
49.00;73.00;72.00;0.04;0.00;-4.49;1.00;5.00;0.32;1.90;0.32;2.26;0.00;-6.25
50.00;81.00;59.00;0.00;0.73;-0.13;1.00;5.00;0.40;2.40;0.36;2.51;0.00;-5.08
51.00;63.00;76.00;0.03;0.00;-2.75;1.00;5.00;0.30;2.00;0.21;1.80;0.00;-6.69
52.00;73.00;75.00;0.01;0.20;-0.70;1.00;5.00;0.33;2.10;0.30;1.80;0.00;-8.51
53.00;72.00;68.00;0.01;0.16;-0.79;1.00;5.00;0.40;2.15;0.30;1.93;0.00;-7.46
54.00;59.00;72.00;0.04;0.00;-5.63;1.00;5.00;0.41;2.65;0.22;1.81;0.00;-4.57
55.00;77.00;58.00;0.02;0.14;-0.84;1.00;5.00;0.30;2.35;0.25;2.18;0.00;-7.42
56.00;55.00;67.00;0.00;0.70;-0.15;1.00;5.00;0.24;2.10;0.23;1.95;0.00;-5.53
57.00;69.00;65.00;0.00;0.71;-0.15;1.00;5.00;0.28;2.10;0.33;2.39;0.00;-5.16
58.00;72.00;76.00;0.03;0.01;-2.03;1.00;5.00;0.44;2.30;0.30;1.94;0.00;-7.75
59.00;66.00;68.00;0.00;0.72;-0.14;1.00;5.00;0.36;2.15;0.30;2.01;0.00;-10.08
60.00;58.00;58.00;0.00;0.69;-0.16;1.00;5.00;0.35;2.00;0.46;2.36;0.00;-10.96
61.00;57.00;46.00;0.02;0.04;-1.39;1.00;5.00;0.22;3.00;0.07;2.32;0.11;-0.98
62.00;69.00;69.00;0.03;0.00;-2.41;1.00;5.00;0.46;2.40;0.37;2.14;0.00;-16.79
63.00;65.00;67.00;0.04;0.00;-6.43;1.00;5.00;0.61;3.55;0.31;2.52;0.00;-9.65
64.00;74.00;50.00;0.04;0.00;-3.17;1.00;5.00;0.34;2.55;0.24;2.00;0.00;-6.71
65.00;63.00;73.00;0.00;0.72;-0.14;1.00;5.00;0.21;2.35;0.20;2.04;0.00;-6.60
66.00;68.00;72.00;0.00;0.73;-0.14;1.00;5.00;0.46;2.70;0.28;2.08;0.00;-11.06
67.00;59.00;69.00;0.01;0.11;-0.98;1.00;5.00;0.34;2.05;0.37;2.51;0.00;-9.01
68.00;72.00;69.00;0.01;0.18;-0.75;1.00;5.00;0.29;2.30;0.30;2.49;0.00;-4.69
69.00;66.00;73.00;0.01;0.15;-0.82;1.00;5.00;0.23;2.15;0.20;2.00;0.00;-4.27
70.00;77.00;48.00;0.00;0.70;-0.15;1.00;5.00;0.20;1.75;0.22;2.41;0.00;-4.78
71.00;56.00;58.00;0.00;0.70;-0.16;1.00;5.00;0.34;2.70;0.27;2.70;0.00;-10.43
72.00;75.00;71.00;0.06;0.00;-7.72;1.00;5.00;0.39;1.85;0.30;1.68;0.00;-8.48
73.00;58.00;61.00;0.02;0.09;-1.05;1.00;5.00;0.24;2.20;0.22;1.85;0.00;-5.62
74.00;59.00;61.00;0.00;0.69;-0.16;1.00;5.00;0.23;2.05;0.26;2.45;0.00;-4.44
75.00;76.00;63.00;0.02;0.16;-0.80;1.00;5.00;0.43;2.30;0.33;2.00;0.00;-9.01
76.00;75.00;71.00;0.01;0.16;-0.79;1.00;5.00;0.45;2.45;0.36;2.11;0.00;-20.36
77.00;79.00;73.00;0.00;0.73;-0.13;1.00;5.00;0.40;2.30;0.33;2.03;0.00;-11.79
78.00;57.00;72.00;0.00;0.71;-0.15;1.00;5.00;0.21;2.05;0.25;2.46;0.00;-3.83
79.00;62.00;80.00;0.00;0.73;-0.14;1.00;5.00;0.20;2.05;0.19;1.94;0.00;-4.59
80.00;58.00;59.00;0.00;0.68;-0.16;1.00;5.00;0.33;2.15;0.31;1.97;0.00;-10.66
81.00;56.00;73.00;0.03;0.00;-2.91;1.00;5.00;0.41;2.60;0.26;2.09;0.00;-11.14
82.00;76.00;67.00;0.00;0.74;-0.13;1.00;5.00;0.31;2.25;0.27;2.04;0.00;-6.90
83.00;74.00;60.00;0.00;0.71;-0.15;1.00;5.00;0.35;2.40;0.31;2.07;0.00;-11.60
84.00;72.00;69.00;0.03;0.00;-2.33;1.00;5.00;0.46;2.60;0.38;2.30;0.00;-7.49
85.00;70.00;78.00;0.01;0.16;-0.79;1.00;5.00;0.44;2.20;0.38;1.97;0.00;-16.06
86.00;65.00;58.00;0.02;0.08;-1.08;1.00;5.00;0.21;2.50;0.15;2.27;0.00;-4.72
87.00;60.00;66.00;0.00;0.70;-0.16;1.00;5.00;0.23;2.10;0.23;1.98;0.00;-6.12
88.00;67.00;69.00;0.04;0.00;-5.05;1.00;5.00;0.27;2.00;0.21;1.79;0.00;-5.50
89.00;66.00;62.00;0.03;0.00;-2.76;1.00;5.00;0.45;2.55;0.28;2.01;0.00;-9.23
90.00;67.00;62.00;0.02;0.13;-0.90;1.00;5.00;0.25;1.65;0.16;1.49;0.00;-9.25
91.00;73.00;62.00;0.02;0.14;-0.86;1.00;5.00;0.34;2.40;0.24;1.89;0.00;-5.10
92.00;67.00;71.00;0.03;0.01;-2.12;1.00;5.00;0.45;2.30;0.33;1.83;0.00;-9.45
93.00;55.00;69.00;0.03;0.00;-3.49;1.00;5.00;0.30;2.15;0.21;1.73;0.00;-3.42
94.00;94.00;78.00;0.00;0.78;-0.11;1.00;5.00;0.30;2.05;0.26;1.92;0.00;-5.01
95.00;77.00;73.00;0.04;0.00;-4.25;1.00;5.00;0.54;2.20;0.43;2.20;0.00;-7.69
96.00;70.00;54.00;0.00;0.71;-0.15;1.00;5.00;0.38;2.05;0.30;1.91;0.00;-7.33
97.00;66.00;67.00;0.01;0.12;-0.90;1.00;5.00;0.35;2.05;0.33;1.97;0.00;-8.46
98.00;73.00;73.00;0.01;0.16;-0.79;1.00;5.00;0.37;2.55;0.29;2.44;0.00;-5.72
99.00;63.00;58.00;0.02;0.08;-1.10;1.00;5.00;0.34;2.15;0.30;1.87;0.00;-6.18
